age,workclass,education,marital-status,race,sex,hours-per-week,incomeclass
27, Self-emp-not-inc, HS-grad, Never-married, White, Male,50, <=50K
43, Private, Some-college, Married-civ-spouse, Other, Male,32, <=50K
32, Local-gov, Bachelors, Never-married, White, Male,55, <=50K
20, Private, Some-college, Never-married, Asian-Pac-Islander, Male,30, <=50K
21, Local-gov, 12th, Never-married, Black, Female,20, <=50K
32, Private, Assoc-voc, Never-married, White, Male,40, <=50K
37, Private, Assoc-voc, Divorced, Black, Male,48, <=50K
45, Private, HS-grad, Married-civ-spouse, Asian-Pac-Islander, Male,40, <=50K
37, Self-emp-inc, Assoc-acdm, Married-civ-spouse, White, Male,40, >50K
54, ?, 9th, Divorced, White, Female,15, <=50K
24, Private, Bachelors, Never-married, White, Male,25, <=50K
28, ?, 11th, Never-married, White, Male,30, <=50K
23, Private, Some-college, Never-married, White, Male,40, <=50K
54, ?, HS-grad, Married-civ-spouse, White, Male,40, <=50K
40, Private, HS-grad, Married-civ-spouse, White, Male,40, >50K
38, Private, Some-college, Married-civ-spouse, White, Male,48, >50K
71, Private, 10th, Married-civ-spouse, White, Male,40, <=50K
51, Private, Some-college, Divorced, White, Female,40, <=50K
52, Self-emp-not-inc, Some-college, Never-married, White, Male,5, <=50K
30, Private, Bachelors, Never-married, White, Female,40, <=50K
34, Private, HS-grad, Married-civ-spouse, White, Male,40, >50K
38, Private, 10th, Divorced, White, Female,40, <=50K
43, Federal-gov, Assoc-voc, Never-married, White, Female,40, >50K
43, Private, 11th, Never-married, White, Male,42, <=50K
36, Federal-gov, Some-college, Never-married, Black, Male,40, >50K
24, State-gov, Some-college, Never-married, White, Female,40, <=50K
29, ?, 1st-4th, Never-married, Asian-Pac-Islander, Male,40, <=50K
55, Private, 10th, Married-civ-spouse, Black, Female,40, <=50K
51, Private, Masters, Married-civ-spouse, White, Male,60, >50K
43, Local-gov, HS-grad, Divorced, Amer-Indian-Eskimo, Female,40, <=50K
28, Private, HS-grad, Divorced, White, Male,40, <=50K
54, Private, Assoc-acdm, Married-civ-spouse, White, Male,45, <=50K
47, Private, Some-college, Married-civ-spouse, White, Male,40, >50K
47, Private, Bachelors, Married-civ-spouse, White, Male,55, >50K
47, Private, Some-college, Married-civ-spouse, White, Male,57, >50K
38, Private, Some-college, Never-married, White, Female,35, <=50K
60, Self-emp-not-inc, 5th-6th, Married-civ-spouse, White, Male,40, <=50K
19, Private, HS-grad, Never-married, Amer-Indian-Eskimo, Female,25, <=50K
22, Private, Some-college, Never-married, Black, Female,25, <=50K
55, Local-gov, Masters, Married-civ-spouse, White, Male,40, >50K
44, Private, Some-college, Separated, Black, Female,35, <=50K
53, Self-emp-not-inc, 1st-4th, Married-civ-spouse, White, Male,67, >50K
44, Local-gov, Masters, Married-civ-spouse, White, Female,40, >50K
28, Federal-gov, Bachelors, Never-married, White, Male,50, <=50K
30, Local-gov, Some-college, Never-married, Black, Female,40, <=50K
39, Local-gov, HS-grad, Never-married, Amer-Indian-Eskimo, Female,40, <=50K
43, State-gov, HS-grad, Divorced, White, Female,40, <=50K
24, Private, Bachelors, Never-married, White, Female,40, <=50K
27, Local-gov, Assoc-voc, Never-married, White, Male,56, <=50K
64, Self-emp-not-inc, 5th-6th, Married-civ-spouse, White, Male,70, <=50K
41, Local-gov, Some-college, Married-civ-spouse, White, Male,40, >50K
28, Private, HS-grad, Never-married, White, Male,40, <=50K
61, Private, HS-grad, Married-civ-spouse, White, Male,30, <=50K
27, Private, 11th, Divorced, White, Female,40, <=50K
49, Private, Some-college, Divorced, White, Female,32, <=50K
20, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
41, Private, Bachelors, Never-married, White, Female,40, <=50K
28, Local-gov, HS-grad, Married-civ-spouse, White, Male,40, <=50K
36, Private, HS-grad, Divorced, White, Male,40, <=50K
44, Self-emp-not-inc, Bachelors, Divorced, White, Male,40, <=50K
51, Private, Bachelors, Married-civ-spouse, White, Female,20, >50K
40, Private, Some-college, Divorced, Black, Female,38, <=50K
19, Private, HS-grad, Never-married, White, Female,40, <=50K
54, Private, Some-college, Married-civ-spouse, White, Female,40, <=50K
55, Self-emp-not-inc, HS-grad, Divorced, White, Male,40, <=50K
57, Private, Assoc-voc, Widowed, White, Female,40, <=50K
29, Private, Some-college, Separated, White, Female,30, <=50K
51, Private, HS-grad, Divorced, White, Female,43, <=50K
44, Private, HS-grad, Divorced, White, Male,37, <=50K
35, Local-gov, Assoc-voc, Married-civ-spouse, White, Male,42, <=50K
40, Private, HS-grad, Divorced, White, Male,40, <=50K
46, Private, 7th-8th, Separated, White, Female,32, <=50K
25, Private, Some-college, Married-civ-spouse, White, Male,60, >50K
33, Private, Bachelors, Never-married, White, Male,36, <=50K
32, Private, Some-college, Never-married, White, Female,40, <=50K
22, Private, HS-grad, Never-married, White, Female,40, <=50K
39, Private, Some-college, Married-civ-spouse, Asian-Pac-Islander, Female,40, <=50K
18, Self-emp-not-inc, HS-grad, Never-married, Asian-Pac-Islander, Male,40, <=50K
43, Private, HS-grad, Divorced, Black, Female,45, <=50K
46, Private, HS-grad, Never-married, White, Male,40, <=50K
63, Private, Some-college, Married-civ-spouse, White, Male,48, >50K
40, ?, Some-college, Married-civ-spouse, White, Male,8, <=50K
59, Private, Bachelors, Married-civ-spouse, White, Male,60, >50K
40, Local-gov, Masters, Never-married, White, Female,40, <=50K
23, Private, HS-grad, Never-married, White, Male,35, <=50K
64, ?, HS-grad, Married-civ-spouse, White, Male,10, <=50K
36, Private, Assoc-voc, Married-civ-spouse, White, Male,60, <=50K
48, Private, HS-grad, Divorced, White, Female,40, <=50K
43, Private, Some-college, Married-civ-spouse, White, Female,40, >50K
18, Private, 10th, Never-married, White, Female,30, <=50K
17, Private, 11th, Never-married, White, Male,16, <=50K
36, Private, Prof-school, Married-civ-spouse, White, Male,50, <=50K
53, Private, HS-grad, Married-civ-spouse, White, Male,40, >50K
36, State-gov, Some-college, Divorced, White, Female,39, <=50K
20, Private, HS-grad, Never-married, White, Male,40, <=50K
22, Private, Bachelors, Never-married, White, Female,60, <=50K
34, Private, Bachelors, Married-civ-spouse, White, Male,40, >50K
39, Private, 11th, Divorced, White, Male,40, <=50K
57, Private, Some-college, Widowed, White, Female,40, <=50K
30, Private, 10th, Divorced, White, Female,40, <=50K
37, Private, Prof-school, Married-civ-spouse, White, Male,60, >50K
51, Private, HS-grad, Married-civ-spouse, White, Male,40, >50K
38, Private, HS-grad, Never-married, White, Male,40, <=50K
34, Private, HS-grad, Never-married, White, Female,35, <=50K
47, Federal-gov, HS-grad, Married-spouse-absent, Black, Female,40, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,40, <=50K
25, Private, 10th, Never-married, White, Male,24, <=50K
25, Private, Some-college, Never-married, White, Female,60, <=50K
50, Private, Masters, Married-civ-spouse, White, Male,65, >50K
50, Private, HS-grad, Married-civ-spouse, White, Male,40, >50K
43, Private, Bachelors, Married-civ-spouse, White, Male,48, <=50K
27, Private, HS-grad, Never-married, White, Male,75, <=50K
32, Private, HS-grad, Married-civ-spouse, White, Male,50, <=50K
44, Private, 10th, Never-married, White, Male,35, <=50K
19, Private, HS-grad, Never-married, Black, Female,20, <=50K
53, Self-emp-inc, Some-college, Widowed, White, Male,40, >50K
21, Private, HS-grad, Never-married, White, Male,40, <=50K
26, Private, HS-grad, Never-married, White, Male,40, <=50K
68, Private, HS-grad, Married-civ-spouse, White, Male,12, <=50K
31, Private, Some-college, Married-civ-spouse, White, Male,57, <=50K
32, Private, Bachelors, Never-married, White, Male,50, >50K
33, Private, Masters, Never-married, White, Male,40, <=50K
49, ?, HS-grad, Never-married, Black, Male,40, <=50K
24, Private, 11th, Married-civ-spouse, White, Male,65, <=50K
30, Private, HS-grad, Married-civ-spouse, White, Male,42, <=50K
49, Private, HS-grad, Married-civ-spouse, White, Male,40, >50K
18, Private, 11th, Never-married, Black, Male,40, <=50K
30, State-gov, Some-college, Never-married, White, Female,37, <=50K
51, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
52, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
52, Private, HS-grad, Divorced, White, Male,30, <=50K
23, Local-gov, HS-grad, Never-married, Black, Male,32, <=50K
23, Self-emp-not-inc, 10th, Never-married, White, Male,60, <=50K
36, Private, HS-grad, Married-civ-spouse, White, Male,48, <=50K
19, Private, 11th, Never-married, White, Male,25, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,60, <=50K
17, Private, 11th, Never-married, White, Male,25, <=50K
69, Private, HS-grad, Widowed, White, Female,8, <=50K
46, Local-gov, Bachelors, Divorced, White, Female,40, <=50K
33, Private, HS-grad, Separated, White, Male,46, <=50K
40, Private, Some-college, Married-civ-spouse, White, Male,45, <=50K
56, Private, Some-college, Married-civ-spouse, White, Male,60, <=50K
29, Local-gov, Masters, Married-civ-spouse, White, Male,40, <=50K
41, Private, Some-college, Divorced, White, Female,38, <=50K
22, Private, HS-grad, Married-civ-spouse, White, Male,45, <=50K
28, Private, 7th-8th, Married-civ-spouse, White, Male,40, <=50K
31, Private, Bachelors, Married-civ-spouse, White, Male,46, <=50K
35, Private, Bachelors, Never-married, White, Female,40, <=50K
38, Private, Some-college, Married-civ-spouse, Black, Male,40, <=50K
17, Private, 10th, Never-married, White, Female,10, <=50K
39, Private, 10th, Married-civ-spouse, White, Male,40, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Black, Male,40, <=50K
50, Private, HS-grad, Never-married, White, Female,40, <=50K
56, Local-gov, HS-grad, Married-civ-spouse, White, Male,40, <=50K
80, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,20, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Female,15, <=50K
52, State-gov, HS-grad, Married-civ-spouse, Black, Male,40, >50K
26, Local-gov, Bachelors, Never-married, Black, Male,38, <=50K
43, Private, HS-grad, Divorced, Asian-Pac-Islander, Female,40, <=50K
45, Private, Bachelors, Never-married, White, Female,42, <=50K
41, Self-emp-inc, Assoc-voc, Married-civ-spouse, Black, Male,40, >50K
30, Private, Assoc-acdm, Divorced, White, Female,25, <=50K
24, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
43, Local-gov, Some-college, Divorced, White, Female,20, <=50K
44, Private, Bachelors, Married-civ-spouse, White, Male,70, >50K
54, Private, HS-grad, Divorced, Black, Male,40, <=50K
23, Private, Bachelors, Never-married, White, Female,40, >50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,60, >50K
18, Private, 11th, Never-married, White, Male,16, <=50K
38, Private, Some-college, Separated, White, Female,40, <=50K
41, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, White, Male,45, <=50K
22, ?, 12th, Never-married, White, Male,48, <=50K
66, Self-emp-inc, 7th-8th, Married-civ-spouse, White, Male,40, >50K
70, ?, HS-grad, Married-civ-spouse, White, Male,40, <=50K
58, Self-emp-not-inc, 10th, Married-civ-spouse, White, Female,35, >50K
60, Self-emp-not-inc, Masters, Divorced, White, Female,10, <=50K
24, Local-gov, 10th, Never-married, Black, Male,65, <=50K
61, Private, 11th, Divorced, White, Female,36, <=50K
35, Local-gov, Bachelors, Married-civ-spouse, White, Male,40, <=50K
19, Private, Some-college, Never-married, White, Female,40, <=50K
52, Private, HS-grad, Never-married, Black, Female,40, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male,50, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,40, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male,50, <=50K
52, Private, HS-grad, Divorced, White, Female,40, <=50K
41, Private, HS-grad, Separated, White, Female,44, <=50K
37, Private, Some-college, Married-civ-spouse, White, Male,55, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, White, Male,45, >50K
27, Private, Some-college, Never-married, White, Female,40, <=50K
38, Private, Masters, Never-married, White, Female,40, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Asian-Pac-Islander, Male,60, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,30, >50K
38, Private, Bachelors, Never-married, White, Male,45, >50K
22, Private, HS-grad, Never-married, White, Male,55, <=50K
40, Federal-gov, Assoc-acdm, Married-civ-spouse, White, Male,40, >50K
20, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
34, Federal-gov, Doctorate, Never-married, White, Female,99, <=50K
24, Private, Masters, Never-married, White, Male,56, <=50K
58, Federal-gov, Bachelors, Separated, White, Male,40, >50K
24, Private, Some-college, Never-married, White, Female,40, <=50K
43, Private, HS-grad, Never-married, White, Male,45, <=50K
38, Private, HS-grad, Never-married, White, Female,40, <=50K
42, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
27, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
18, Private, 10th, Never-married, White, Female,20, <=50K
37, Private, HS-grad, Never-married, Amer-Indian-Eskimo, Male,48, >50K
48, Private, HS-grad, Divorced, White, Male,65, <=50K
40, Private, 7th-8th, Separated, White, Female,25, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Asian-Pac-Islander, Male,50, >50K
57, Private, HS-grad, Separated, Amer-Indian-Eskimo, Female,35, <=50K
36, Local-gov, Some-college, Married-civ-spouse, White, Male,60, >50K
41, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
90, Private, 7th-8th, Married-civ-spouse, White, Male,40, <=50K
66, Private, 7th-8th, Widowed, Black, Female,10, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Female,12, <=50K
23, Private, HS-grad, Never-married, Asian-Pac-Islander, Male,1, <=50K
35, Private, HS-grad, Married-civ-spouse, White, Male,55, <=50K
32, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
33, Private, Bachelors, Never-married, Black, Male,50, >50K
32, Self-emp-inc, Assoc-voc, Married-civ-spouse, White, Male,40, <=50K
31, Private, Some-college, Married-civ-spouse, Asian-Pac-Islander, Male,40, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male,50, <=50K
40, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, White, Male,30, <=50K
34, Local-gov, HS-grad, Never-married, Amer-Indian-Eskimo, Male,40, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Black, Female,40, >50K
29, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
41, Private, HS-grad, Separated, Black, Female,20, <=50K
33, State-gov, Doctorate, Married-civ-spouse, White, Female,48, >50K
22, ?, HS-grad, Married-civ-spouse, White, Female,20, <=50K
52, Private, Bachelors, Married-civ-spouse, White, Male,40, >50K
20, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
18, Local-gov, 11th, Never-married, White, Male,10, <=50K
63, Private, Bachelors, Married-civ-spouse, White, Male,50, >50K
49, Private, 7th-8th, Divorced, White, Female,35, <=50K
58, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
23, Self-emp-not-inc, HS-grad, Divorced, White, Female,50, <=50K
59, Private, HS-grad, Married-civ-spouse, White, Male,40, >50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male,40, <=50K
23, Local-gov, Bachelors, Never-married, White, Female,15, <=50K
17, ?, 10th, Never-married, White, Male,40, <=50K
20, Private, 11th, Never-married, White, Male,40, <=50K
36, Private, Assoc-voc, Married-civ-spouse, White, Male,50, >50K
64, Private, Some-college, Widowed, White, Female,3, <=50K
34, Private, Some-college, Never-married, White, Female,40, <=50K
63, Private, Assoc-acdm, Married-spouse-absent, White, Female,35, <=50K
51, Private, HS-grad, Never-married, Black, Female,40, <=50K
40, State-gov, Some-college, Divorced, Black, Female,35, <=50K
55, Private, 9th, Married-civ-spouse, White, Male,55, <=50K
35, Private, HS-grad, Divorced, White, Male,46, <=50K
30, Private, Bachelors, Never-married, White, Male,25, <=50K
47, ?, Bachelors, Married-civ-spouse, White, Male,18, <=50K
29, Private, 10th, Never-married, Black, Male,40, <=50K
17, ?, 11th, Never-married, White, Female,8, <=50K
32, Self-emp-not-inc, Prof-school, Married-civ-spouse, White, Male,45, >50K
55, Private, Bachelors, Married-civ-spouse, White, Male,40, <=50K
47, Local-gov, Some-college, Divorced, White, Male,56, >50K
50, Private, Bachelors, Divorced, White, Male,40, <=50K
42, Private, HS-grad, Married-civ-spouse, Black, Male,45, >50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male,55, >50K
60, Private, Assoc-acdm, Married-civ-spouse, White, Male,30, <=50K
53, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
58, Private, Bachelors, Widowed, White, Male,40, >50K
45, Private, Bachelors, Never-married, White, Male,30, <=50K
31, Private, HS-grad, Never-married, White, Male,40, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, White, Male,40, <=50K
37, Private, Some-college, Divorced, White, Female,30, <=50K
28, Private, Some-college, Never-married, White, Female,60, <=50K
26, Private, 12th, Never-married, White, Male,40, <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, White, Male,80, >50K
34, Private, Some-college, Married-civ-spouse, White, Male,50, >50K
42, Private, HS-grad, Divorced, Black, Male,40, <=50K
48, Private, Bachelors, Married-civ-spouse, White, Female,40, >50K
32, Private, HS-grad, Never-married, Black, Female,40, <=50K
35, Private, Assoc-voc, Married-civ-spouse, White, Female,42, >50K
46, Local-gov, Doctorate, Married-civ-spouse, White, Female,52, >50K
38, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
49, ?, HS-grad, Married-spouse-absent, White, Male,70, <=50K
35, Private, Bachelors, Married-civ-spouse, White, Male,40, >50K
61, ?, HS-grad, Divorced, White, Male,40, <=50K
45, Private, Assoc-acdm, Divorced, Black, Male,35, <=50K
31, Private, Bachelors, Never-married, White, Male,40, <=50K
52, Self-emp-inc, Some-college, Married-civ-spouse, White, Male,60, >50K
20, Private, Some-college, Never-married, White, Male,50, <=50K
64, ?, 11th, Married-civ-spouse, White, Male,30, <=50K
20, ?, Some-college, Never-married, White, Male,40, <=50K
24, Private, Masters, Never-married, White, Male,50, <=50K
29, Private, Assoc-voc, Married-civ-spouse, White, Male,40, >50K
23, Private, Bachelors, Never-married, White, Female,40, <=50K
34, State-gov, HS-grad, Married-civ-spouse, White, Male,40, <=50K
54, Private, Masters, Widowed, White, Female,38, <=50K
21, Private, Some-college, Never-married, White, Female,30, <=50K
23, Private, Bachelors, Never-married, White, Female,30, <=50K
79, Private, 7th-8th, Widowed, White, Female,30, <=50K
55, Private, Masters, Married-civ-spouse, White, Male,40, >50K
42, ?, HS-grad, Married-spouse-absent, White, Male,35, <=50K
60, Private, HS-grad, Divorced, White, Female,40, <=50K
37, Private, Assoc-acdm, Divorced, Black, Male,40, <=50K
47, Private, HS-grad, Divorced, White, Male,40, <=50K
20, State-gov, Some-college, Never-married, White, Male,40, <=50K
53, Private, Bachelors, Never-married, White, Male,40, <=50K
34, Private, HS-grad, Married-civ-spouse, White, Female,40, <=50K
43, Private, Some-college, Divorced, Black, Female,40, <=50K
24, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male,60, <=50K
23, Private, HS-grad, Never-married, Amer-Indian-Eskimo, Male,40, <=50K
29, Private, Assoc-voc, Never-married, Other, Male,40, <=50K
58, Private, Some-college, Divorced, Black, Female,40, <=50K
55, ?, Assoc-acdm, Married-civ-spouse, Black, Male,40, >50K
40, Private, Masters, Never-married, White, Female,40, <=50K
43, Federal-gov, Some-college, Married-civ-spouse, White, Female,40, <=50K
25, State-gov, Masters, Never-married, White, Male,40, <=50K
23, Local-gov, Bachelors, Never-married, White, Male,24, <=50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, White, Male,50, <=50K
26, Private, Some-college, Separated, White, Female,35, <=50K
60, Private, Doctorate, Never-married, White, Female,65, >50K
39, Private, HS-grad, Married-civ-spouse, White, Male,50, >50K
21, Private, HS-grad, Never-married, White, Male,40, <=50K
45, Private, HS-grad, Married-civ-spouse, White, Male,45, <=50K
33, Private, Some-college, Never-married, White, Male,40, <=50K
26, Private, Bachelors, Never-married, White, Male,70, >50K
39, Private, Some-college, Divorced, White, Female,45, <=50K
29, Private, Assoc-acdm, Never-married, White, Female,40, >50K
29, ?, Some-college, Never-married, Black, Female,40, <=50K
52, Private, 11th, Married-civ-spouse, White, Male,40, <=50K
34, Private, Bachelors, Married-civ-spouse, White, Male,30, >50K
24, Private, HS-grad, Never-married, White, Male,48, <=50K
77, Self-emp-inc, Doctorate, Married-civ-spouse, White, Male,40, >50K
34, Self-emp-not-inc, Masters, Married-civ-spouse, White, Male,60, <=50K
53, Self-emp-not-inc, 9th, Married-civ-spouse, White, Male,70, <=50K
31, Private, HS-grad, Separated, Black, Male,40, <=50K
58, Private, HS-grad, Divorced, White, Female,15, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, White, Male,55, >50K
32, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
57, Private, HS-grad, Divorced, White, Female,40, <=50K
32, Private, HS-grad, Never-married, White, Female,45, <=50K
77, Private, 9th, Married-civ-spouse, Black, Female,10, <=50K
37, Self-emp-not-inc, Some-college, Never-married, White, Male,40, <=50K
51, Private, HS-grad, Married-civ-spouse, White, Female,40, <=50K
33, Self-emp-not-inc, Assoc-acdm, Divorced, Black, Male,60, <=50K
53, Local-gov, HS-grad, Married-spouse-absent, White, Female,35, <=50K
32, Private, HS-grad, Divorced, White, Male,50, <=50K
30, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
19, Private, Some-college, Never-married, White, Female,20, <=50K
33, Private, Bachelors, Married-spouse-absent, White, Female,24, <=50K
31, Private, Assoc-voc, Never-married, White, Female,40, <=50K
28, Private, Some-college, Never-married, Black, Female,40, <=50K
19, Private, 12th, Never-married, White, Female,20, <=50K
27, Private, HS-grad, Married-civ-spouse, White, Male,60, <=50K
21, Private, 5th-6th, Married-civ-spouse, White, Male,40, <=50K
24, Private, Bachelors, Never-married, White, Female,40, <=50K
46, Private, HS-grad, Divorced, White, Male,54, <=50K
31, Private, Bachelors, Never-married, White, Female,40, <=50K
60, Private, Some-college, Married-civ-spouse, White, Male,40, >50K
21, Private, 10th, Separated, Black, Female,38, <=50K
38, ?, 11th, Never-married, White, Female,32, <=50K
31, Private, Assoc-voc, Divorced, White, Male,40, <=50K
26, Private, Bachelors, Married-civ-spouse, White, Male,40, >50K
46, Private, HS-grad, Divorced, White, Female,25, <=50K
25, Self-emp-inc, HS-grad, Married-civ-spouse, White, Male,60, >50K
23, Local-gov, Some-college, Never-married, White, Male,30, <=50K
53, Self-emp-inc, Masters, Married-civ-spouse, White, Male,40, >50K
42, ?, Masters, Married-civ-spouse, White, Female,48, >50K
29, Private, HS-grad, Married-civ-spouse, White, Female,40, <=50K
45, Private, Some-college, Married-civ-spouse, White, Male,50, >50K
70, Private, Bachelors, Divorced, White, Male,40, <=50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, White, Male,60, >50K
40, State-gov, Doctorate, Married-civ-spouse, White, Male,50, >50K
17, Private, 10th, Never-married, White, Male,30, <=50K
18, Private, HS-grad, Never-married, White, Male,40, <=50K
34, Private, Masters, Never-married, White, Male,60, >50K
41, Private, Some-college, Divorced, White, Female,40, <=50K
28, Private, Bachelors, Never-married, White, Male,40, <=50K
23, State-gov, HS-grad, Never-married, White, Male,40, <=50K
32, Private, Some-college, Never-married, White, Male,40, <=50K
56, Private, 7th-8th, Married-civ-spouse, Black, Male,48, <=50K
36, Private, HS-grad, Divorced, White, Male,45, <=50K
26, Private, HS-grad, Never-married, White, Male,50, <=50K
62, Private, Bachelors, Widowed, White, Female,7, <=50K
35, Private, Assoc-acdm, Divorced, White, Female,40, <=50K
25, Local-gov, Bachelors, Never-married, White, Female,40, <=50K
28, Private, HS-grad, Married-civ-spouse, White, Male,50, <=50K
21, Private, Some-college, Never-married, White, Female,25, <=50K
31, Private, 10th, Married-civ-spouse, White, Male,40, <=50K
23, Private, Assoc-acdm, Never-married, White, Male,25, <=50K
58, Self-emp-inc, Bachelors, Married-civ-spouse, White, Male,40, >50K
55, Local-gov, Masters, Married-civ-spouse, White, Male,40, >50K
54, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
33, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
28, Private, 11th, Married-civ-spouse, White, Male,40, >50K
40, Private, 11th, Married-civ-spouse, White, Male,30, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male,80, >50K
27, Private, Prof-school, Never-married, Asian-Pac-Islander, Male,10, <=50K
55, Private, HS-grad, Divorced, White, Male,25, <=50K
53, Private, HS-grad, Separated, White, Male,45, <=50K
23, Private, 12th, Never-married, White, Male,46, <=50K
66, Private, HS-grad, Widowed, White, Male,16, <=50K
34, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, White, Male,60, >50K
39, Private, 10th, Divorced, White, Male,40, <=50K
21, Private, Some-college, Never-married, Black, Female,40, <=50K
26, Private, Some-college, Married-spouse-absent, Other, Female,35, <=50K
21, Private, HS-grad, Never-married, White, Female,40, <=50K
59, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
61, Private, 10th, Married-civ-spouse, White, Male,40, <=50K
30, Private, Bachelors, Married-civ-spouse, White, Male,50, >50K
22, Private, Assoc-voc, Married-civ-spouse, White, Male,40, <=50K
47, Private, HS-grad, Divorced, White, Female,30, <=50K
50, Private, HS-grad, Divorced, White, Male,40, <=50K
67, Private, Bachelors, Divorced, White, Female,5, <=50K
59, Local-gov, 10th, Married-civ-spouse, White, Male,40, <=50K
35, Private, Assoc-acdm, Never-married, White, Female,80, >50K
56, Self-emp-not-inc, Some-college, Married-spouse-absent, White, Female,20, >50K
28, Private, HS-grad, Never-married, Black, Male,40, <=50K
34, Private, HS-grad, Divorced, White, Female,50, <=50K
63, Private, 10th, Widowed, White, Female,56, <=50K
48, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
41, Federal-gov, Some-college, Married-civ-spouse, White, Male,44, >50K
26, Private, Some-college, Never-married, Black, Female,20, <=50K
47, Private, 10th, Married-civ-spouse, White, Male,52, <=50K
29, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, White, Male,50, <=50K
30, Private, HS-grad, Never-married, White, Male,40, <=50K
19, Private, HS-grad, Never-married, White, Male,20, <=50K
27, Private, Bachelors, Never-married, White, Female,37, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,70, <=50K
19, Private, HS-grad, Never-married, White, Male,40, <=50K
45, Private, 9th, Married-civ-spouse, Asian-Pac-Islander, Male,40, <=50K
37, Private, HS-grad, Never-married, White, Male,40, <=50K
44, Local-gov, Doctorate, Married-spouse-absent, White, Female,38, <=50K
34, Federal-gov, Bachelors, Married-civ-spouse, Asian-Pac-Islander, Male,38, <=50K
30, Private, Bachelors, Never-married, White, Female,35, <=50K
30, Private, Bachelors, Married-civ-spouse, Asian-Pac-Islander, Male,40, >50K
56, Private, 11th, Separated, Black, Female,40, <=50K
19, Private, HS-grad, Never-married, White, Female,40, <=50K
37, Private, 7th-8th, Married-civ-spouse, White, Male,40, <=50K
45, Private, Masters, Married-civ-spouse, White, Male,43, >50K
21, Private, Some-college, Never-married, White, Female,40, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,45, <=50K
27, Private, Bachelors, Married-civ-spouse, White, Male,50, <=50K
44, Local-gov, Masters, Never-married, White, Female,40, <=50K
33, Private, Bachelors, Never-married, White, Male,40, <=50K
32, Private, Some-college, Never-married, White, Female,50, <=50K
37, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
26, Private, Bachelors, Never-married, White, Female,48, <=50K
